CalName,CaseId,StationName,π¶¬ ÷∏¡Ó(%),Idc,Ud,UdL,Udio,Pd,Pconv,miu,Ang,TC,Uac,Uv,Qconv,Qf_max,Qf_min,Udio_N,Uv_N,
≤‚ ‘1493816327,SGFH444,S’æ, 60.0000,  0.7800,500.0000,499.1775,274.1681,389.9999,391.0025, 16.4076, 14.3312,  -5,450.0000,203.0161,169.8599,740.3461,660.3461,274.1681,203.0161,
≤‚ ‘1493816327,SGFH444,K’æ, 60.0000,  0.1800,491.6727,491.9625,334.6675, 88.5011, 88.2391,  8.6423, 38.4154,  -4,190.0000,247.8147, 81.8655,361.8911,281.8911,334.6675,247.8147,
≤‚ ‘1493816327,SGFH444,P’æ, 60.0000,  0.6000,488.5546,489.1875,272.2918,293.1326,292.3688, 14.7342, 18.1806,  -6,450.0000,201.6268,143.9250,612.5112,532.5112,272.2918,201.6268,
≤‚ ‘1493816327,SGFH444,S’æ, 65.0000,  0.8450,500.0000,499.1089,274.1681,422.4999,423.6343, 18.0253, 13.2091,  -5,450.0000,203.0161,183.1663,740.3461,660.3461,274.1681,203.0161,
≤‚ ‘1493816327,SGFH444,K’æ, 65.0000,  0.1950,490.9788,491.2927,334.6675, 95.7409, 95.4431,  9.3522, 38.1270,  -4,190.0000,247.8147, 88.8173,361.8911,281.8911,334.6675,247.8147,
≤‚ ‘1493816327,SGFH444,P’æ, 65.0000,  0.6500,487.6008,488.2865,272.2918,316.9404,316.0765, 15.9222, 17.6679,  -6,450.0000,201.6268,156.8987,612.5112,532.5112,272.2918,201.6268,
≤‚ ‘1493816327,SGFH444,S’æ, 70.0000,  0.9100,500.0000,499.0404,277.8731,454.9999,456.2735, 17.7698, 15.1683,  -6,450.0000,205.7596,213.5919,740.3461,660.3461,277.8731,205.7596,
≤‚ ‘1493816327,SGFH444,K’æ, 70.0000,  0.2100,490.2848,490.6229,342.1045,102.9598,102.6242,  9.6010, 39.4127,  -5,190.0000,253.3217,100.3256,361.8911,281.8911,342.1045,253.3217,
≤‚ ‘1493816327,SGFH444,P’æ, 70.0000,  0.7000,486.6470,487.3854,272.2918,340.6528,339.6832, 17.1132, 17.1404,  -6,450.0000,201.6268,169.9878,612.5112,532.5112,272.2918,201.6268,
≤‚ ‘1493816327,SGFH444,S’æ, 75.0000,  0.9750,500.0000,498.9719,277.8731,487.4998,488.9202, 19.2721, 14.1262,  -6,450.0000,205.7596,227.9211,740.3461,660.3461,277.8731,205.7596,
≤‚ ‘1493816327,SGFH444,K’æ, 75.0000,  0.2250,489.5909,489.9531,342.1045,110.1579,109.7823, 10.2772, 39.1366,  -5,190.0000,253.3217,107.6304,361.8911,281.8911,342.1045,253.3217,
≤‚ ‘1493816327,SGFH444,P’æ, 75.0000,  0.7500,485.6933,486.4844,275.9240,364.2698,363.1889, 17.0090, 18.9638,  -7,450.0000,204.3163,195.3938,612.5112,532.5112,275.9240,204.3163,
≤‚ ‘1493816327,SGFH444,S’æ, 80.0000,  1.0400,500.0000,498.9033,277.8731,519.9998,521.5743, 20.8502, 13.0026,  -6,450.0000,205.7596,242.0298,740.3461,660.3461,277.8731,205.7596,
≤‚ ‘1493816327,SGFH444,K’æ, 80.0000,  0.2400,488.8969,489.2833,342.1045,117.3352,116.9174, 10.9525, 38.8589,  -5,190.0000,253.3217,114.9505,361.8911,281.8911,342.1045,253.3217,
≤‚ ‘1493816327,SGFH444,P’æ, 80.0000,  0.8000,484.7395,485.5833,275.9240,387.7915,386.5937, 18.1116, 18.4787,  -7,450.0000,204.3163,209.4894,612.5112,532.5112,275.9240,204.3163,
≤‚ ‘1493816327,SGFH444,S’æ, 85.0000,  1.1050,500.0000,498.8348,281.6796,552.4999,554.2358, 20.3778, 15.0433,  -7,450.0000,208.5782,276.5615,740.3461,660.3461,281.6796,208.5782,
≤‚ ‘1493816327,SGFH444,K’æ, 85.0000,  0.2550,488.2030,488.6135,342.1045,124.4917,124.0297, 11.6273, 38.5795,  -5,190.0000,253.3217,122.2856,361.8911,281.8911,342.1045,253.3217,
≤‚ ‘1493816327,SGFH444,P’æ, 85.0000,  0.8500,483.7857,484.6823,275.9240,411.2177,409.8974, 19.2180, 17.9809,  -7,450.0000,204.3163,223.6842,612.5112,532.5112,275.9240,204.3163,
≤‚ ‘1493816327,SGFH444,S’æ, 90.0000,  1.1700,500.0000,498.7662,281.6796,584.9999,586.9048, 21.8406, 14.0068,  -7,450.0000,208.5782,291.6837,740.3461,660.3461,281.6796,208.5782,
≤‚ ‘1493816327,SGFH444,K’æ, 90.0000,  0.2700,487.5091,487.9437,342.1045,131.6275,131.1190, 12.3015, 38.2985,  -5,190.0000,253.3217,129.6350,361.8911,281.8911,342.1045,253.3217,
≤‚ ‘1493816327,SGFH444,P’æ, 90.0000,  0.9000,482.8319,483.7812,275.9240,434.5486,433.1001, 20.3298, 17.4695,  -7,450.0000,204.3163,237.9726,612.5112,532.5112,275.9240,204.3163,
≤‚ ‘1493816327,SGFH444,S’æ, 95.0000,  1.2350,500.0000,498.6977,281.6796,617.4999,619.5811, 23.3804, 12.8889,  -7,450.0000,208.5782,306.5720,740.3461,660.3461,281.6796,208.5782,
≤‚ ‘1493816327,SGFH444,K’æ, 95.0000,  0.2850,486.8151,487.2739,342.1045,138.7423,138.1852, 12.9753, 38.0156,  -5,190.0000,253.3217,136.9979,361.8911,281.8911,342.1045,253.3217,
≤‚ ‘1493816327,SGFH444,P’æ, 95.0000,  0.9500,481.8781,482.8802,279.6543,457.7841,456.2019, 20.0519, 19.2942,  -8,450.0000,207.0786,267.2830,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGFH444,S’æ,100.0000,  1.3000,500.0000,498.6291,285.5918,649.9999,652.2650, 22.7279, 15.0000,  -8,450.0000,211.4751,345.1730,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SGFH444,K’æ,100.0000,  0.3000,486.1212,486.6042,349.8796,145.8364,145.2286, 13.0425, 39.3473,  -6,190.0000,259.0790,150.9619,361.8911,281.8911,349.8796,259.0790,
≤‚ ‘1493816327,SGFH444,P’æ,100.0000,  1.0000,480.9244,481.9792,279.6543,480.9242,479.2026, 21.0876, 18.8237,  -8,450.0000,207.0786,282.5189,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGFH444,S’æ,105.0000,  1.3650,500.0000,498.5606,285.5918,682.4999,684.9562, 24.1513, 13.9751,  -8,450.0000,211.4751,361.0744,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SGFH444,K’æ,105.0000,  0.3150,485.4272,485.9344,349.8796,152.9096,152.2489, 13.6857, 39.0770,  -6,190.0000,259.0790,158.6757,361.8911,281.8911,349.8796,259.0790,
≤‚ ‘1493816327,SGFH444,P’æ,105.0000,  1.0500,479.9706,481.0781,279.6543,503.9690,502.1024, 22.1284, 18.3416,  -8,450.0000,207.0786,297.8366,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGFH444,S’æ,110.0000,  1.4300,500.0000,498.4921,285.5918,714.9999,717.6548, 25.6508, 12.8705,  -8,450.0000,211.4751,376.7327,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SGFH444,K’æ,110.0000,  0.3300,484.7333,485.2646,349.8796,159.9620,159.2463, 14.3287, 38.8051,  -6,190.0000,259.0790,166.4016,361.8911,281.8911,349.8796,259.0790,
≤‚ ‘1493816327,SGFH444,P’æ,110.0000,  1.1000,479.0168,480.1771,279.6543,526.9183,524.9012, 23.1755, 17.8469,  -8,450.0000,207.0786,313.2312,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGFH444,S’æ,115.0000,  1.4950,500.0000,498.4235,285.5918,747.4999,750.3609, 27.2492, 11.6638,  -8,450.0000,211.4751,392.1159,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SGFH444,K’æ,115.0000,  0.3450,484.0394,484.5948,349.8796,166.9936,166.2209, 14.9714, 38.5317,  -6,190.0000,259.0790,174.1392,361.8911,281.8911,349.8796,259.0790,
≤‚ ‘1493816327,SGFH444,P’æ,115.0000,  1.1500,478.0630,479.2760,279.6543,549.7723,547.5990, 24.2301, 17.3386,  -8,450.0000,207.0786,328.6982,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGFH444,S’æ,120.0000,  1.5617,499.4426,497.7958,285.5918,779.9995,783.0799, 28.8106, 10.5893,  -8,450.0000,211.4751,409.4563,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SGFH444,K’æ,120.0000,  0.3604,482.7695,483.3497,349.8796,173.9909,173.1572, 15.6141, 38.3228,  -6,190.0000,259.0790,182.2886,361.8911,281.8911,349.8796,259.0790,
≤‚ ‘1493816327,SGFH444,P’æ,120.0000,  1.2013,476.5263,477.7935,279.6543,572.4694,570.1298, 25.2110, 16.9977,  -8,450.0000,207.0786,345.8312,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGFH444,S’æ,125.0000,  1.6321,497.8152,496.0941,285.5918,812.4995,815.8196, 30.1227,  9.9474,  -8,450.0000,211.4751,431.2524,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SGFH444,K’æ,125.0000,  0.3766,480.3905,480.9969,358.0164,180.9368,180.0364, 15.5576, 39.8627,  -7,190.0000,265.1041,199.6930,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SGFH444,P’æ,125.0000,  1.2555,473.8660,475.1903,279.6543,594.9319,592.4107, 26.0326, 16.9988,  -8,450.0000,207.0786,366.3455,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGFH444,S’æ,130.0000,  1.7030,496.1833,494.3875,285.5918,844.9987,848.5690, 31.4819,  9.2528,  -8,450.0000,211.4751,453.3592,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SGFH444,K’æ,130.0000,  0.3930,478.0021,478.6347,358.0164,187.8535,186.8835, 16.1780, 39.7824,  -7,190.0000,265.1041,209.1397,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SGFH444,P’æ,130.0000,  1.3100,471.1942,472.5760,279.6543,617.2644,614.5536, 26.8486, 16.9977,  -8,450.0000,207.0786,387.3031,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGFH444,S’æ,135.0000,  1.7744,494.5391,492.6680,285.5918,877.4969,881.3282, 32.8984,  8.4969,  -8,450.0000,211.4751,475.8010,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SGFH444,K’æ,135.0000,  0.4095,475.5958,476.2550,358.0164,194.7414,193.6988, 16.7996, 39.7014,  -7,190.0000,265.1041,218.7098,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SGFH444,P’æ,135.0000,  1.3649,468.5027,469.9424,279.6543,639.4616,636.5531, 27.6583, 16.9968,  -8,450.0000,207.0786,408.7260,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGFH444,S’æ,140.0000,  1.8463,492.8779,490.9310,285.5918,909.9975,914.1007, 34.3888,  7.6641,  -8,450.0000,211.4751,498.5914,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SGFH444,K’æ,140.0000,  0.4261,473.1669,473.8528,358.0164,201.6010,200.4824, 17.4227, 39.6201,  -7,190.0000,265.1041,228.4099,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SGFH444,P’æ,140.0000,  1.4202,465.7862,467.2842,279.6543,661.5218,658.4074, 28.4616, 16.9974,  -8,450.0000,207.0786,430.6313,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGFH444,S’æ,145.0000,  1.9188,491.2037,489.1804,285.5918,942.4978,946.8842, 35.9844,  6.7227,  -8,450.0000,211.4751,521.6984,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SGFH444,K’æ,145.0000,  0.4428,470.7191,471.4320,358.0164,208.4289,207.2313, 18.0471, 39.5382,  -7,190.0000,265.1041,238.2356,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SGFH444,P’æ,145.0000,  1.4760,463.0488,464.6056,279.6543,683.4428,680.1139, 29.2598, 16.9983,  -8,450.0000,207.0786,453.0082,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGFH444,S’æ,150.0000,  1.9917,489.5283,487.4281,285.5918,974.9988,979.6797, 37.7485,  5.6078,  -8,450.0000,211.4751,545.0404,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SGFH444,K’æ,150.0000,  0.4596,468.2648,469.0047,358.0164,215.2263,213.9463, 18.6731, 39.4543,  -7,190.0000,265.1041,248.1788,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SGFH444,P’æ,150.0000,  1.5321,460.3028,461.9189,279.6543,705.2232,701.6713, 30.0551, 16.9955,  -8,450.0000,207.0786,475.8166,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SGRH222,S’æ, 10.0000,  0.1625,400.0000,399.8286,230.7812, 65.0001, 65.1208,  3.1300, 28.1439,  19,500.0000,170.8890, 37.1952,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 10.0000,  0.0375,398.2651,398.3255,270.0825, 14.9354, 14.9062,  2.2345, 41.4908,  16,220.0000,199.9908, 13.7146,361.8911,281.8911,270.0825,199.9908,
≤‚ ‘1493816327,SGRH222,P’æ, 10.0000,  0.1250,397.6155,397.7474,232.2346, 49.7016, 49.6091,  2.9826, 29.7754,  17,500.0000,171.9652, 30.1486,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 15.0000,  0.2438,400.0000,399.7430,230.7812, 97.5001, 97.6986,  4.7051, 27.2911,  19,500.0000,170.8890, 55.7269,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 15.0000,  0.0563,397.3977,397.4883,270.0825, 22.3541, 22.3053,  3.3435, 41.0714,  16,220.0000,199.9908, 20.6266,361.8911,281.8911,270.0825,199.9908,
≤‚ ‘1493816327,SGRH222,P’æ, 15.0000,  0.1875,396.4233,396.6211,232.2346, 74.3290, 74.1771,  4.4414, 29.3064,  17,500.0000,171.9652, 45.5874,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 20.0000,  0.3250,400.0000,399.6573,230.7812,130.0001,130.2879,  6.2913, 26.4130,  19,500.0000,170.8890, 74.1951,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 20.0000,  0.0750,396.5303,396.6510,274.2376, 29.7401, 29.6684,  4.3054, 41.6495,  15,220.0000,203.0676, 28.4811,361.8911,281.8911,274.2376,203.0676,
≤‚ ‘1493816327,SGRH222,P’æ, 20.0000,  0.2500,395.2311,395.4948,232.2346, 98.8075, 98.5874,  5.8821, 28.8304,  17,500.0000,171.9652, 61.2525,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 25.0000,  0.4062,400.0000,399.5716,230.7812,162.4999,162.8887,  7.8921, 25.5070,  19,500.0000,170.8890, 92.5845,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 25.0000,  0.0938,395.6629,395.8138,274.2376, 37.0935, 36.9955,  5.3706, 41.2378,  15,220.0000,203.0676, 35.6846,361.8911,281.8911,274.2376,203.0676,
≤‚ ‘1493816327,SGRH222,P’æ, 25.0000,  0.3125,394.0389,394.3685,232.2346,123.1369,122.8399,  7.3072, 28.3472,  17,500.0000,171.9652, 77.1324,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 30.0000,  0.4875,400.0000,399.4859,230.7812,194.9999,195.5013,  9.5114, 24.5698,  19,500.0000,170.8890,110.8795,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 30.0000,  0.1125,394.7954,394.9766,278.5226, 44.4146, 44.2870,  6.2316, 41.8328,  14,220.0000,206.2405, 44.2950,361.8911,281.8911,278.5226,206.2405,
≤‚ ‘1493816327,SGRH222,P’æ, 30.0000,  0.3750,392.8466,393.2422,232.2346,147.3173,146.9346,  8.7189, 27.8562,  17,500.0000,171.9652, 93.2161,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 35.0000,  0.5687,400.0000,399.4003,230.7812,227.4999,228.1254, 11.1537, 23.5979,  19,500.0000,170.8890,129.0631,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 35.0000,  0.1313,393.9280,394.1393,278.5226, 51.7031, 51.5425,  7.2576, 41.4289,  14,220.0000,206.2405, 51.7846,361.8911,281.8911,278.5226,206.2405,
≤‚ ‘1493816327,SGRH222,P’æ, 35.0000,  0.4375,391.6544,392.1159,232.2346,171.3486,170.8714, 10.1192, 27.3572,  17,500.0000,171.9652,109.4935,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 40.0000,  0.6500,400.0000,399.3146,230.7812,259.9998,260.7611, 12.8241, 22.5867,  19,500.0000,170.8890,147.1172,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 40.0000,  0.1500,393.0606,393.3021,278.5226, 58.9590, 58.7620,  8.2810, 41.0218,  14,220.0000,206.2405, 59.3011,361.8911,281.8911,278.5226,206.2405,
≤‚ ‘1493816327,SGRH222,P’æ, 40.0000,  0.5000,390.4622,390.9896,232.2346,195.2310,194.6506, 11.5099, 26.8496,  17,500.0000,171.9652,125.9548,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 45.0000,  0.7312,400.0000,399.2289,230.7812,292.4997,293.4084, 14.5290, 21.5306,  19,500.0000,170.8890,165.0224,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 45.0000,  0.1687,392.1932,392.4648,282.9436, 66.1824, 65.9458,  9.0183, 41.6446,  13,220.0000,209.5142, 68.9300,361.8911,281.8911,282.9436,209.5142,
≤‚ ‘1493816327,SGRH222,P’æ, 45.0000,  0.5625,389.2700,389.8633,232.2346,218.9643,218.2719, 12.8927, 26.3330,  17,500.0000,171.9652,142.5905,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 50.0000,  0.8125,400.0000,399.1432,230.7812,324.9997,326.0673, 16.2757, 20.4226,  19,500.0000,170.8890,182.7574,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 50.0000,  0.1875,391.3257,391.6276,282.9436, 73.3733, 73.0937, 10.0067, 41.2456,  13,220.0000,209.5142, 76.7252,361.8911,281.8911,282.9436,209.5142,
≤‚ ‘1493816327,SGRH222,P’æ, 50.0000,  0.6250,388.0777,388.7370,232.2346,242.5485,241.7354, 14.2694, 25.8067,  17,500.0000,171.9652,159.3917,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 55.0000,  0.8937,400.0000,399.0575,230.7812,357.4996,358.7378, 18.0738, 19.2539,  19,500.0000,170.8890,200.2980,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 55.0000,  0.2062,390.4583,390.7904,287.5072, 80.5316, 80.2057, 10.6637, 41.8845,  12,220.0000,212.8935, 87.1303,361.8911,281.8911,287.5072,212.8935,
≤‚ ‘1493816327,SGRH222,P’æ, 55.0000,  0.6875,386.8855,387.6107,232.2346,265.9838,265.0412, 15.6415, 25.2703,  17,500.0000,171.9652,176.3497,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 60.0000,  0.9750,400.0000,398.9719,230.7812,389.9996,391.4200, 19.9356, 18.0126,  19,500.0000,170.8890,217.6171,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 60.0000,  0.2250,389.5909,389.9531,287.5072, 87.6575, 87.2819, 11.6199, 41.4937,  12,220.0000,212.8935, 95.2019,361.8911,281.8911,287.5072,212.8935,
≤‚ ‘1493816327,SGRH222,P’æ, 60.0000,  0.7500,385.6933,386.4844,232.2346,289.2700,288.1891, 17.0107, 24.7231,  17,500.0000,171.9652,193.4560,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 65.0000,  1.0562,400.0000,398.8862,230.7812,422.4995,424.1136, 21.8778, 16.6824,  19,500.0000,170.8890,234.6827,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGRH222,K’æ, 65.0000,  0.2437,388.7235,389.1159,287.5072, 94.7508, 94.3221, 12.5749, 41.0999,  12,220.0000,212.8935,103.2934,361.8911,281.8911,287.5072,212.8935,
≤‚ ‘1493816327,SGRH222,P’æ, 65.0000,  0.8125,384.5010,385.3581,232.2346,312.4072,311.1792, 18.3784, 24.1642,  17,500.0000,171.9652,210.7025,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 70.0000,  1.1375,400.0000,398.8005,233.1361,454.9994,456.8190, 22.6323, 17.2370,  18,500.0000,172.6328,262.9906,740.3461,660.3461,233.1361,172.6328,
≤‚ ‘1493816327,SGRH222,K’æ, 70.0000,  0.2625,387.8560,388.2786,292.2204,101.8116,101.3265, 13.1292, 41.7658,  11,220.0000,216.3835,114.7465,361.8911,281.8911,292.2204,216.3835,
≤‚ ‘1493816327,SGRH222,P’æ, 70.0000,  0.8750,383.3088,384.2318,232.2346,335.3953,334.0116, 19.7463, 23.5929,  17,500.0000,171.9652,228.0809,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 75.0000,  1.2187,400.0000,398.7148,233.1361,487.4995,489.5360, 24.5924, 15.8585,  18,500.0000,172.6328,280.4491,740.3461,660.3461,233.1361,172.6328,
≤‚ ‘1493816327,SGRH222,K’æ, 75.0000,  0.2812,386.9886,387.4414,292.2204,108.8399,108.2952, 14.0547, 41.3805,  11,220.0000,216.3835,123.1107,361.8911,281.8911,292.2204,216.3835,
≤‚ ‘1493816327,SGRH222,P’æ, 75.0000,  0.9375,382.1166,383.1055,232.2346,358.2344,356.6861, 21.1160, 23.0083,  17,500.0000,171.9652,245.5836,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 80.0000,  1.3000,400.0000,398.6291,235.5396,519.9999,522.2650, 25.2106, 16.4825,  17,500.0000,174.4125,310.8341,740.3461,660.3461,235.5396,174.4125,
≤‚ ‘1493816327,SGRH222,K’æ, 80.0000,  0.3000,386.1212,386.6042,292.2204,115.8362,115.2284, 14.9796, 40.9921,  11,220.0000,216.3835,131.4923,361.8911,281.8911,292.2204,216.3835,
≤‚ ‘1493816327,SGRH222,P’æ, 80.0000,  1.0000,380.9244,381.9792,232.2346,380.9244,379.2028, 22.4892, 22.4093,  17,500.0000,171.9652,263.2025,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 85.0000,  1.3812,400.0000,398.5435,237.9931,552.4999,555.0052, 25.7829, 17.1116,  16,500.0000,176.2293,342.6213,740.3461,660.3461,237.9931,176.2293,
≤‚ ‘1493816327,SGRH222,K’æ, 85.0000,  0.3187,385.2538,385.7669,297.0908,122.7995,122.1253, 15.4397, 41.6846,  10,220.0000,219.9899,144.0170,361.8911,281.8911,297.0908,219.9899,
≤‚ ‘1493816327,SGRH222,P’æ, 85.0000,  1.0625,379.7321,380.8528,232.2346,403.4654,401.5617, 23.8675, 21.7947,  17,500.0000,171.9652,280.9301,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 90.0000,  1.4625,400.0000,398.4578,237.9931,584.9999,587.7569, 27.6796, 15.7520,  16,500.0000,176.2293,361.1448,740.3461,660.3461,237.9931,176.2293,
≤‚ ‘1493816327,SGRH222,K’æ, 90.0000,  0.3375,384.3863,384.9297,297.0908,129.7302,128.9863, 16.3369, 41.3050,  10,220.0000,219.9899,152.6683,361.8911,281.8911,297.0908,219.9899,
≤‚ ‘1493816327,SGRH222,P’æ, 90.0000,  1.1250,378.5399,379.7265,232.2346,425.8574,423.7629, 25.2530, 21.1631,  17,500.0000,171.9652,298.7586,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ, 95.0000,  1.5437,400.0000,398.3721,240.4983,617.4999,620.5203, 28.1280, 16.4509,  15,500.0000,178.0843,395.0427,740.3461,660.3461,240.4983,178.0843,
≤‚ ‘1493816327,SGRH222,K’æ, 95.0000,  0.3562,383.5189,384.0924,297.0908,136.6285,135.8114, 17.2342, 40.9225,  10,220.0000,219.9899,161.3333,361.8911,281.8911,297.0908,219.9899,
≤‚ ‘1493816327,SGRH222,P’æ, 95.0000,  1.1875,377.3477,378.6002,232.2346,448.1004,445.8063, 26.6477, 20.5130,  17,500.0000,171.9652,316.6800,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ,100.0000,  1.6250,400.0000,398.2864,243.0568,649.9999,653.2953, 28.5433, 17.1492,  14,500.0000,179.9788,430.3730,740.3461,660.3461,243.0568,179.9788,
≤‚ ‘1493816327,SGRH222,K’æ,100.0000,  0.3750,382.6515,383.2552,302.1262,143.4942,142.6007, 17.6068, 41.6412,   9,220.0000,223.7186,174.9592,361.8911,281.8911,302.1262,223.7186,
≤‚ ‘1493816327,SGRH222,P’æ,100.0000,  1.2500,376.1554,377.4739,232.2346,470.1943,467.6918, 28.0539, 19.8426,  17,500.0000,171.9652,334.6867,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ,105.0000,  1.7062,400.0000,398.2008,243.0568,682.4999,686.0819, 30.3710, 15.8221,  14,500.0000,179.9788,449.9757,740.3461,660.3461,243.0568,179.9788,
≤‚ ‘1493816327,SGRH222,K’æ,105.0000,  0.3937,381.7841,382.4179,302.1262,150.3273,149.3541, 18.4780, 41.2676,   9,220.0000,223.7186,183.8936,361.8911,281.8911,302.1262,223.7186,
≤‚ ‘1493816327,SGRH222,P’æ,105.0000,  1.3125,374.9632,376.3476,232.2346,492.1393,489.4196, 29.4741, 19.1497,  17,500.0000,171.9652,352.7706,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ,110.0000,  1.7875,400.0000,398.1151,245.6703,714.9999,718.8801, 30.6731, 16.5884,  13,500.0000,181.9141,487.4699,740.3461,660.3461,245.6703,181.9141,
≤‚ ‘1493816327,SGRH222,K’æ,110.0000,  0.4125,380.9166,381.5807,307.3353,157.1279,156.0716, 18.7942, 42.0003,   8,220.0000,227.5758,198.3958,361.8911,281.8911,307.3353,227.5758,
≤‚ ‘1493816327,SGRH222,P’æ,110.0000,  1.3750,373.7710,375.2213,232.2346,513.9352,510.9896, 30.9113, 18.4317,  17,500.0000,171.9652,370.9235,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGRH222,S’æ,115.0000,  1.8687,400.0000,398.0294,248.3407,747.4999,751.6899, 30.9528, 17.3486,  12,500.0000,183.8914,526.4394,740.3461,660.3461,248.3407,183.8914,
≤‚ ‘1493816327,SGRH222,K’æ,115.0000,  0.4312,380.0492,380.7435,307.3353,163.8961,162.7533, 19.6406, 41.6356,   8,220.0000,227.5758,207.6017,361.8911,281.8911,307.3353,227.5758,
≤‚ ‘1493816327,SGRH222,P’æ,115.0000,  1.4375,372.5788,374.0950,234.6051,535.5820,532.4018, 31.1184, 19.4194,  16,500.0000,173.7205,401.3463,612.5112,532.5112,234.6051,173.7205,
