CalName,CaseId,StationName,π¶¬ ÷∏¡Ó(%),Idc,Ud,UdL,Udio,Pd,Pconv,miu,Ang,TC,Uac,Uv,Qconv,Qf_max,Qf_min,Udio_N,Uv_N,
≤‚ ‘1493816327,SMSH444,K’æ,140.0000,  0.6000,301.9000,292.6500,274.9054,181.1394,179.0682, 29.0250, 41.3826,   6,190.0000,203.5621,272.9359,361.8911,281.8911,274.9054,203.5621,
≤‚ ‘1493816327,SMSH444,P’æ,140.0000,  2.0000,283.4000,283.4000,209.0111,566.8002,561.1138, 40.1526, 24.3155,  17,450.0000,154.7687,598.0404,612.5112,532.5112,209.0111,154.7687,
≤‚ ‘1493816327,SMSH444,S’æ,145.0000,  2.6929,350.0000,315.5107,239.1001,942.4999,950.4878, 41.2294, 17.3296,   6,450.0000,177.0489,831.0991,740.3461,660.3461,239.1001,177.0489,
≤‚ ‘1493816327,SMSH444,K’æ,145.0000,  0.6214,300.1821,290.6018,274.9054,186.5416,184.3331, 30.0324, 41.0259,   6,190.0000,203.5621,283.1284,361.8911,281.8911,274.9054,203.5621,
≤‚ ‘1493816327,SMSH444,P’æ,145.0000,  2.0714,281.0214,281.0214,209.0111,582.1159,576.0604, 41.4449, 23.9378,  17,450.0000,154.7687,622.7536,612.5112,532.5112,209.0111,154.7687,
≤‚ ‘1493816327,SMSH444,S’æ,150.0000,  2.7857,350.0000,314.3214,239.1001,974.9996,983.4902, 43.2528, 15.7947,   6,450.0000,177.0489,856.1340,740.3461,660.3461,239.1001,177.0489,
≤‚ ‘1493816327,SMSH444,K’æ,150.0000,  0.6429,298.4643,288.5536,279.9037,191.8693,189.5192, 30.2007, 41.8436,   5,190.0000,207.2632,301.1286,361.8911,281.8911,279.9037,207.2632,
≤‚ ‘1493816327,SMSH444,P’æ,150.0000,  2.1429,278.6429,278.6429,209.0111,597.0920,590.6561, 42.7363, 23.5544,  17,450.0000,154.7687,647.6053,612.5112,532.5112,209.0111,154.7687,
≤‚ ‘1493816327,SMFL222,S’æ, 10.0000,  0.1300,500.0000,498.6786,262.6131, 65.0000, 65.0929,  3.6303, 15.6673,   7,500.0000,194.4599, 20.5778,740.3461,660.3461,262.6131,194.4599,
≤‚ ‘1493816327,SMFL222,K’æ, 10.0000,  0.0300,498.0914,497.7243,336.3292, 14.9427, 14.9205,  1.4434, 41.5948,   3,220.0000,249.0452, 13.5860,361.8911,281.8911,336.3292,249.0452,
≤‚ ‘1493816327,SMFL222,P’æ, 10.0000,  0.1000,497.3573,497.3573,264.2790, 49.7357, 49.6645,  3.1895, 18.3559,   5,500.0000,195.6935, 18.0680,612.5112,532.5112,264.2790,195.6935,
≤‚ ‘1493816327,SMFL222,S’æ, 15.0000,  0.1950,500.0000,498.0180,265.6668, 97.5000, 97.6504,  4.8736, 16.9441,   6,500.0000,196.7211, 34.5398,740.3461,660.3461,265.6668,196.7211,
≤‚ ‘1493816327,SMFL222,K’æ, 15.0000,  0.0450,497.1370,496.5865,336.3292, 22.3712, 22.3345,  2.1601, 41.3599,   3,220.0000,249.0452, 20.4282,361.8911,281.8911,336.3292,249.0452,
≤‚ ‘1493816327,SMFL222,P’æ, 15.0000,  0.1500,496.0359,496.0359,264.2790, 74.4054, 74.2902,  4.7030, 17.9621,   5,500.0000,195.6935, 27.6291,612.5112,532.5112,264.2790,195.6935,
≤‚ ‘1493816327,SMFL222,S’æ, 20.0000,  0.2600,500.0000,497.3573,265.6668,130.0000,130.2154,  6.5444, 15.9712,   6,500.0000,196.7211, 45.9121,740.3461,660.3461,265.6668,196.7211,
≤‚ ‘1493816327,SMFL222,K’æ, 20.0000,  0.0600,496.1827,495.4487,336.3292, 29.7710, 29.7179,  2.8737, 41.1240,   3,220.0000,249.0452, 27.3020,361.8911,281.8911,336.3292,249.0452,
≤‚ ‘1493816327,SMFL222,P’æ, 20.0000,  0.2000,494.7146,494.7146,264.2790, 98.9429, 98.7781,  6.1749, 17.5598,   5,500.0000,195.6935, 37.5114,612.5112,532.5112,264.2790,195.6935,
≤‚ ‘1493816327,SMFL222,S’æ, 25.0000,  0.3250,500.0000,496.6966,268.7923,162.5000,162.7878,  7.4438, 17.2585,   5,500.0000,199.0354, 63.1108,740.3461,660.3461,268.7923,199.0354,
≤‚ ‘1493816327,SMFL222,K’æ, 25.0000,  0.0750,495.2284,494.3108,336.3292, 37.1421, 37.0704,  3.5842, 40.8869,   3,220.0000,249.0452, 34.2067,361.8911,281.8911,336.3292,249.0452,
≤‚ ‘1493816327,SMFL222,P’æ, 25.0000,  0.2500,493.3932,493.3932,267.3532,123.3483,123.1282,  6.9841, 19.1685,   4,500.0000,197.9698, 51.8357,612.5112,532.5112,267.3532,197.9698,
≤‚ ‘1493816327,SMFL222,S’æ, 30.0000,  0.3900,500.0000,496.0359,268.7923,195.0000,195.3677,  9.0026, 16.3152,   5,500.0000,199.0354, 75.4913,740.3461,660.3461,268.7923,199.0354,
≤‚ ‘1493816327,SMFL222,K’æ, 30.0000,  0.0900,494.2741,493.1730,342.7970, 44.4847, 44.3922,  4.1218, 41.8921,   2,220.0000,253.8345, 42.8370,361.8911,281.8911,342.7970,253.8345,
≤‚ ‘1493816327,SMFL222,P’æ, 30.0000,  0.3000,492.0719,492.0719,267.3532,147.6216,147.3406,  8.2867, 18.7955,   4,500.0000,197.9698, 63.0744,612.5112,532.5112,267.3532,197.9698,
≤‚ ‘1493816327,SMFL222,S’æ, 35.0000,  0.4550,500.0000,495.3753,268.7923,227.5000,227.9549, 10.6041, 15.3157,   5,500.0000,199.0354, 87.7453,740.3461,660.3461,268.7923,199.0354,
≤‚ ‘1493816327,SMFL222,K’æ, 35.0000,  0.1050,493.3198,492.0351,342.7970, 51.7986, 51.6832,  4.7996, 41.6630,   2,220.0000,253.8345, 50.0800,361.8911,281.8911,342.7970,253.8345,
≤‚ ‘1493816327,SMFL222,P’æ, 35.0000,  0.3500,490.7505,490.7505,267.3532,171.7627,171.4153,  9.5680, 18.4153,   4,500.0000,197.9698, 74.5700,612.5112,532.5112,267.3532,197.9698,
≤‚ ‘1493816327,SMFL222,S’æ, 40.0000,  0.5200,500.0000,494.7146,271.9922,260.0000,260.5496, 11.1329, 16.6971,   4,500.0000,201.4049,109.0137,740.3461,660.3461,271.9922,201.4049,
≤‚ ‘1493816327,SMFL222,K’æ, 40.0000,  0.1200,492.3655,490.8973,342.7970, 59.0839, 58.9434,  5.4751, 41.4329,   2,220.0000,253.8345, 57.3506,361.8911,281.8911,342.7970,253.8345,
≤‚ ‘1493816327,SMFL222,P’æ, 40.0000,  0.4000,489.4291,489.4291,267.3532,195.7717,195.3522, 10.8311, 18.0273,   4,500.0000,197.9698, 86.3106,612.5112,532.5112,267.3532,197.9698,
≤‚ ‘1493816327,SMFL222,S’æ, 45.0000,  0.5850,500.0000,494.0539,271.9922,292.5000,293.1517, 12.6430, 15.7330,   4,500.0000,201.4049,122.2026,740.3461,660.3461,271.9922,201.4049,
≤‚ ‘1493816327,SMFL222,K’æ, 45.0000,  0.1350,491.4111,489.7595,342.7970, 66.3405, 66.1729,  6.1485, 41.2017,   2,220.0000,253.8345, 64.6484,361.8911,281.8911,342.7970,253.8345,
≤‚ ‘1493816327,SMFL222,P’æ, 45.0000,  0.4500,488.1078,488.1078,267.3532,219.6485,219.1514, 12.0789, 17.6311,   4,500.0000,197.9698, 98.2852,612.5112,532.5112,267.3532,197.9698,
≤‚ ‘1493816327,SMFL222,S’æ, 50.0000,  0.6500,500.0000,493.3932,275.2692,325.0000,325.7613, 13.0101, 17.1142,   3,500.0000,203.8315,146.2880,740.3461,660.3461,275.2692,203.8315,
≤‚ ‘1493816327,SMFL222,K’æ, 50.0000,  0.1500,490.4568,488.6216,342.7970, 73.5685, 73.3716,  6.8198, 40.9694,   2,220.0000,253.8345, 71.9725,361.8911,281.8911,342.7970,253.8345,
≤‚ ‘1493816327,SMFL222,P’æ, 50.0000,  0.5000,486.7864,486.7864,270.4998,243.3932,242.8128, 12.3916, 19.2597,   3,500.0000,200.2998,118.0366,612.5112,532.5112,270.4998,200.2998,
≤‚ ‘1493816327,SMFL222,S’æ, 55.0000,  0.7150,500.0000,492.7325,275.2692,357.5000,358.3782, 14.4410, 16.1858,   3,500.0000,203.8315,160.3740,740.3461,660.3461,275.2692,203.8315,
≤‚ ‘1493816327,SMFL222,K’æ, 55.0000,  0.1650,489.5025,487.4838,349.5185, 80.7679, 80.5395,  7.2027, 41.9994,   1,220.0000,258.8117, 82.4590,361.8911,281.8911,349.5185,258.8117,
≤‚ ‘1493816327,SMFL222,P’æ, 55.0000,  0.5500,485.4651,485.4651,270.4998,267.0058,266.3365, 13.5345, 18.8928,   3,500.0000,200.2998,131.1443,612.5112,532.5112,270.4998,200.2998,
≤‚ ‘1493816327,SMFL222,S’æ, 60.0000,  0.7800,500.0000,492.0719,275.2692,390.0000,391.0026, 15.9197, 15.2024,   3,500.0000,203.8315,174.2980,740.3461,660.3461,275.2692,203.8315,
≤‚ ‘1493816327,SMFL222,K’æ, 60.0000,  0.1800,488.5482,486.3460,349.5185, 87.9387, 87.6767,  7.8455, 41.7752,   1,220.0000,258.8117, 90.1137,361.8911,281.8911,349.5185,258.8117,
≤‚ ‘1493816327,SMFL222,P’æ, 60.0000,  0.6000,484.1437,484.1437,270.4998,290.4862,289.7225, 14.6681, 18.5190,   3,500.0000,200.2998,144.4517,612.5112,532.5112,270.4998,200.2998,
≤‚ ‘1493816327,SMFL222,S’æ, 65.0000,  0.8450,500.0000,491.4112,278.6261,422.5000,423.6344, 16.0433, 16.6714,   2,500.0000,206.3172,202.1476,740.3461,660.3461,278.6261,206.3172,
≤‚ ‘1493816327,SMFL222,K’æ, 65.0000,  0.1950,487.5939,485.2081,349.5185, 95.0808, 94.7831,  8.4866, 41.5500,   1,220.0000,258.8117, 97.7923,361.8911,281.8911,349.5185,258.8117,
≤‚ ‘1493816327,SMFL222,P’æ, 65.0000,  0.6500,482.8224,482.8224,270.4998,313.8345,312.9707, 15.7941, 18.1377,   3,500.0000,200.2998,157.9511,612.5112,532.5112,270.4998,200.2998,
≤‚ ‘1493816327,SMFL222,S’æ, 70.0000,  0.9100,500.0000,490.7505,278.6261,455.0000,456.2737, 17.4469, 15.7294,   2,500.0000,206.3172,216.9416,740.3461,660.3461,278.6261,206.3172,
≤‚ ‘1493816327,SMFL222,K’æ, 70.0000,  0.2100,486.6396,484.0703,349.5185,102.1943,101.8587,  9.1262, 41.3238,   1,220.0000,258.8117,105.4941,361.8911,281.8911,349.5185,258.8117,
≤‚ ‘1493816327,SMFL222,P’æ, 70.0000,  0.7000,481.5010,481.5010,270.4998,337.0507,336.0811, 16.9139, 17.7485,   3,500.0000,200.2998,171.6353,612.5112,532.5112,270.4998,200.2998,
≤‚ ‘1493816327,SMFL222,S’æ, 75.0000,  0.9750,500.0000,490.0898,282.0659,487.5000,488.9204, 17.4817, 17.1870,   1,500.0000,208.8643,247.4526,740.3461,660.3461,282.0659,208.8643,
≤‚ ‘1493816327,SMFL222,K’æ, 75.0000,  0.2250,485.6852,482.9324,349.5185,109.2792,108.9035,  9.7644, 41.0965,   1,220.0000,258.8117,113.2186,361.8911,281.8911,349.5185,258.8117,
≤‚ ‘1493816327,SMFL222,P’æ, 75.0000,  0.7500,480.1796,480.1796,273.7213,360.1347,359.0538, 16.9255, 19.3930,   2,500.0000,202.6853,196.1401,612.5112,532.5112,273.7213,202.6853,
≤‚ ‘1493816327,SMFL222,S’æ, 80.0000,  1.0400,500.0000,489.4291,282.0659,520.0000,521.5744, 18.8168, 16.2855,   1,500.0000,208.8643,263.1006,740.3461,660.3461,282.0659,208.8643,
≤‚ ‘1493816327,SMFL222,K’æ, 80.0000,  0.2400,484.7309,481.7946,349.5185,116.3354,115.9176, 10.4013, 40.8683,   1,220.0000,258.8117,120.9652,361.8911,281.8911,349.5185,258.8117,
≤‚ ‘1493816327,SMFL222,P’æ, 80.0000,  0.8000,478.8583,478.8583,273.7213,383.0866,381.8888, 17.9669, 19.0330,   2,500.0000,202.6853,210.8284,612.5112,532.5112,273.7213,202.6853,
≤‚ ‘1493816327,SMFL222,S’æ, 85.0000,  1.1050,500.0000,488.7685,282.0659,552.5000,554.2360, 20.1987, 15.3326,   1,500.0000,208.8643,278.5679,740.3461,660.3461,282.0659,208.8643,
≤‚ ‘1493816327,SMFL222,K’æ, 85.0000,  0.2550,483.7766,480.6568,356.5089,123.3630,122.9009, 10.6275, 41.9310,   0,220.0000,263.9879,133.6390,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ, 85.0000,  0.8500,477.5369,477.5369,273.7213,405.9064,404.5860, 19.0045, 18.6662,   2,500.0000,202.6853,225.6796,612.5112,532.5112,273.7213,202.6853,
≤‚ ‘1493816327,SMFL222,S’æ, 90.0000,  1.1700,500.0000,488.1078,285.5918,585.0000,586.9049, 20.0519, 16.8680,   0,500.0000,211.4751,312.7400,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ, 90.0000,  0.2700,482.8223,479.5189,356.5089,130.3620,129.8535, 11.2390, 41.7109,   0,220.0000,263.9879,141.7103,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ, 90.0000,  0.9000,476.2156,476.2156,273.7213,428.5940,427.1455, 20.0391, 18.2924,   2,500.0000,202.6853,240.6878,612.5112,532.5112,273.7213,202.6853,
≤‚ ‘1493816327,SMFL222,S’æ, 95.0000,  1.2350,500.0000,487.4471,285.5918,617.5000,619.5813, 21.3651, 15.9606,   0,500.0000,211.4751,329.0544,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ, 95.0000,  0.2850,481.8680,478.3811,356.5089,137.3324,136.7753, 11.8495, 41.4899,   0,220.0000,263.9879,149.8017,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ, 95.0000,  0.9500,474.8942,474.8942,273.7213,451.1495,449.5673, 21.0717, 17.9110,   2,500.0000,202.6853,255.8479,612.5112,532.5112,273.7213,202.6853,
≤‚ ‘1493816327,SMFL222,S’æ,100.0000,  1.3000,500.0000,486.7864,285.5918,650.0000,652.2651, 22.7279, 15.0000,   0,500.0000,211.4751,345.1731,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ,100.0000,  0.3000,480.9137,477.2433,356.5089,144.2741,143.6663, 12.4590, 41.2679,   0,220.0000,263.9879,157.9125,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ,100.0000,  1.0000,473.5729,473.5729,273.7213,473.5729,471.8513, 22.1033, 17.5216,   2,500.0000,202.6853,271.1544,612.5112,532.5112,273.7213,202.6853,
≤‚ ‘1493816327,SMFL222,S’æ,105.0000,  1.3650,500.0000,486.1258,285.5918,682.5000,684.9563, 24.1513, 13.9751,   0,500.0000,211.4751,361.0745,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ,105.0000,  0.3150,479.9593,476.1054,356.5089,151.1872,150.5265, 13.0675, 41.0449,   0,220.0000,263.9879,166.0424,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ,105.0000,  1.0500,472.2515,472.2515,277.0204,495.8641,493.9975, 21.8428, 19.2151,   1,500.0000,205.1282,300.7972,612.5112,532.5112,277.0204,205.1282,
≤‚ ‘1493816327,SMFL222,S’æ,110.0000,  1.4300,500.0000,485.4651,285.5918,715.0000,717.6549, 25.6508, 12.8705,   0,500.0000,211.4751,376.7328,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ,110.0000,  0.3300,479.0050,474.9676,356.5089,158.0717,157.3560, 13.6752, 40.8208,   0,220.0000,263.9879,174.1908,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ,110.0000,  1.1000,470.9301,470.9301,277.0204,518.0232,516.0060, 22.8101, 18.8561,   1,500.0000,205.1282,317.0121,612.5112,532.5112,277.0204,205.1282,
≤‚ ‘1493816327,SMFL222,S’æ,115.0000,  1.4950,500.0000,484.8044,285.5918,747.5000,750.3610, 27.2492, 11.6638,   0,500.0000,211.4751,392.1159,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ,115.0000,  0.3450,478.0507,473.8297,356.5089,164.9275,164.1547, 14.2821, 40.5958,   0,220.0000,263.9879,182.3573,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ,115.0000,  1.1500,469.6088,469.6088,277.0204,540.0501,537.8768, 23.7769, 18.4904,   1,500.0000,205.1282,333.3588,612.5112,532.5112,277.0204,205.1282,
≤‚ ‘1493816327,SMFL222,S’æ,120.0000,  1.5600,500.0000,484.1437,285.5918,780.0000,783.0745, 28.9823, 10.3190,   0,500.0000,211.4751,407.1822,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ,120.0000,  0.3600,477.0964,472.6919,356.5089,171.7547,170.9227, 14.8883, 40.3697,   0,220.0000,263.9879,190.5413,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ,120.0000,  1.2000,468.2874,468.2874,277.0204,561.9449,559.6098, 24.7440, 18.1176,   1,500.0000,205.1282,349.8329,612.5112,532.5112,277.0204,205.1282,
≤‚ ‘1493816327,SMFL222,S’æ,125.0000,  1.6250,500.0000,483.4830,285.5918,812.5000,815.7954, 30.9136,  8.7728,   0,500.0000,211.4751,421.8742,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ,125.0000,  0.3750,476.1421,471.5541,356.5089,178.5533,177.6598, 15.4937, 40.1426,   0,220.0000,263.9879,198.7425,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ,125.0000,  1.2500,466.9661,466.9661,277.0204,583.7076,581.2051, 25.7120, 17.7372,   1,500.0000,205.1282,366.4301,612.5112,532.5112,277.0204,205.1282,
≤‚ ‘1493816327,SMFL222,S’æ,130.0000,  1.6900,500.0000,482.8224,285.5918,845.0000,848.5238, 33.1773,  6.8912,   0,500.0000,211.4751,436.1037,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ,130.0000,  0.3900,475.1878,470.4162,356.5089,185.3232,184.3662, 16.0985, 39.9144,   0,220.0000,263.9879,206.9603,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ,130.0000,  1.3000,465.6447,465.6447,280.4001,605.3381,602.6626, 25.3026, 19.4379,   0,500.0000,207.6308,400.1588,612.5112,532.5112,280.4001,207.6308,
≤‚ ‘1493816327,SMFL222,S’æ,135.0000,  1.7575,499.3019,481.4386,285.5918,877.5000,881.2686, 35.5714,  4.9982,   0,500.0000,211.4751,453.1556,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ,135.0000,  0.4056,473.4993,468.5373,356.5089,192.0353,191.0101, 16.7051, 39.7643,   0,220.0000,263.9879,215.7597,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ,135.0000,  1.3519,463.5753,463.5753,280.4001,626.7018,623.8408, 26.1322, 19.2910,   0,500.0000,207.6308,419.7613,612.5112,532.5112,280.4001,207.6308,
≤‚ ‘1493816327,SMFL222,S’æ,140.0000,  1.8335,496.3100,477.6735,285.5918,910.0000,914.0543, 36.4653,  4.9984,   0,500.0000,211.4751,481.6750,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ,140.0000,  0.4231,469.3904,464.2137,356.5089,198.6097,197.5048, 17.3209, 39.8715,   0,220.0000,263.9879,226.5530,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ,140.0000,  1.4104,459.0369,459.0369,277.0204,647.4297,644.3523, 28.0711, 17.7569,   1,500.0000,205.1282,429.0071,612.5112,532.5112,277.0204,205.1282,
≤‚ ‘1493816327,SMFL222,S’æ,145.0000,  1.9107,493.2775,473.8567,285.5918,942.5000,946.8545, 37.3579,  4.9965,   0,500.0000,211.4751,511.1058,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ,145.0000,  0.4409,465.2251,459.8305,356.5089,205.1309,203.9422, 17.9397, 39.9797,   0,220.0000,263.9879,237.5947,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ,145.0000,  1.4698,454.4359,454.4359,277.0204,667.9122,664.6074, 28.5996, 18.3208,   1,500.0000,205.1282,456.6706,612.5112,532.5112,277.0204,205.1282,
≤‚ ‘1493816327,SMFL222,S’æ,150.0000,  1.9890,490.1958,469.9790,285.5918,975.0000,979.6698, 38.2447,  4.9990,   0,500.0000,211.4751,541.5071,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SMFL222,K’æ,150.0000,  0.4590,460.9936,455.3779,356.5089,211.5962,210.3194, 18.5620, 40.0898,   0,220.0000,263.9879,248.8990,361.8911,281.8911,356.5089,263.9879,
≤‚ ‘1493816327,SMFL222,P’æ,150.0000,  1.5300,449.7622,449.7622,277.0204,688.1366,684.5931, 29.1324, 18.8777,   1,500.0000,205.1282,485.2260,612.5112,532.5112,277.0204,205.1282,
≤‚ ‘1493816327,SMFL444,S’æ, 10.0000,  0.1300,500.0000,498.6786,260.2862, 65.0000, 65.0929,  4.0539, 13.7230,  -1,450.0000,192.7368, 18.4620,740.3461,660.3461,260.2862,192.7368,
≤‚ ‘1493816327,SMFL444,K’æ, 10.0000,  0.0300,498.0914,497.7243,320.7230, 14.9427, 14.9205,  1.6139, 38.3488,  -2,190.0000,237.4891, 12.1517,361.8911,281.8911,320.7230,237.4891,
≤‚ ‘1493816327,SMFL444,P’æ, 10.0000,  0.1000,497.3573,497.3573,265.3070, 49.7357, 49.6645,  3.0873, 19.0136,  -4,450.0000,196.4547, 18.6620,612.5112,532.5112,265.3070,196.4547,
≤‚ ‘1493816327,SMFL444,S’æ, 15.0000,  0.1950,500.0000,498.0180,263.6232, 97.5000, 97.6504,  5.2605, 15.4195,  -2,450.0000,195.2078, 32.0553,740.3461,660.3461,263.6232,195.2078,
≤‚ ‘1493816327,SMFL444,K’æ, 15.0000,  0.0450,497.1370,496.5865,320.7230, 22.3712, 22.3345,  2.4139, 38.0851,  -2,190.0000,237.4891, 18.2822,361.8911,281.8911,320.7230,237.4891,
≤‚ ‘1493816327,SMFL444,P’æ, 15.0000,  0.1500,496.0359,496.0359,265.3070, 74.4054, 74.2902,  4.5562, 18.6348,  -4,450.0000,196.4547, 28.5053,612.5112,532.5112,265.3070,196.4547,
≤‚ ‘1493816327,SMFL444,S’æ, 20.0000,  0.2600,500.0000,497.3573,263.6232,130.0000,130.2154,  7.0811, 14.3377,  -2,450.0000,195.2078, 42.5721,740.3461,660.3461,263.6232,195.2078,
≤‚ ‘1493816327,SMFL444,K’æ, 20.0000,  0.0600,496.1827,495.4487,327.5469, 29.7710, 29.7179,  3.0508, 39.3320,  -3,190.0000,242.5421, 25.7180,361.8911,281.8911,327.5469,242.5421,
≤‚ ‘1493816327,SMFL444,P’æ, 20.0000,  0.2000,494.7146,494.7146,265.3070, 98.9429, 98.7781,  5.9864, 18.2483,  -4,450.0000,196.4547, 38.6623,612.5112,532.5112,265.3070,196.4547,
≤‚ ‘1493816327,SMFL444,S’æ, 25.0000,  0.3250,500.0000,496.6966,263.6232,162.5000,162.7878,  8.9647, 13.1694,  -2,450.0000,195.2078, 52.9536,740.3461,660.3461,263.6232,195.2078,
≤‚ ‘1493816327,SMFL444,K’æ, 25.0000,  0.0750,495.2284,494.3108,327.5469, 37.1421, 37.0704,  3.8043, 39.0793,  -3,190.0000,242.5421, 32.2313,361.8911,281.8911,327.5469,242.5421,
≤‚ ‘1493816327,SMFL444,P’æ, 25.0000,  0.2500,493.3932,493.3932,265.3070,123.3483,123.1282,  7.3840, 17.8538,  -4,450.0000,196.4547, 49.1151,612.5112,532.5112,265.3070,196.4547,
≤‚ ‘1493816327,SMFL444,S’æ, 30.0000,  0.3900,500.0000,496.0359,267.0468,195.0000,195.3677,  9.5315, 14.9828,  -3,450.0000,197.7430, 71.5601,740.3461,660.3461,267.0468,197.7430,
≤‚ ‘1493816327,SMFL444,K’æ, 30.0000,  0.0900,494.2741,493.1730,327.5469, 44.4847, 44.3922,  4.5545, 38.8252,  -3,190.0000,242.5421, 38.7763,361.8911,281.8911,327.5469,242.5421,
≤‚ ‘1493816327,SMFL444,P’æ, 30.0000,  0.3000,492.0719,492.0719,265.3070,147.6216,147.3406,  8.7543, 17.4506,  -4,450.0000,196.4547, 59.8476,612.5112,532.5112,265.3070,196.4547,
≤‚ ‘1493816327,SMFL444,S’æ, 35.0000,  0.4550,500.0000,495.3753,267.0468,227.5000,227.9549, 11.2555, 13.8827,  -3,450.0000,197.7430, 83.1091,740.3461,660.3461,267.0468,197.7430,
≤‚ ‘1493816327,SMFL444,K’æ, 35.0000,  0.1050,493.3198,492.0351,327.5469, 51.7986, 51.6832,  5.3015, 38.5697,  -3,190.0000,242.5421, 45.3523,361.8911,281.8911,327.5469,242.5421,
≤‚ ‘1493816327,SMFL444,P’æ, 35.0000,  0.3500,490.7505,490.7505,265.3070,171.7627,171.4153, 10.1017, 17.0383,  -4,450.0000,196.4547, 70.8455,612.5112,532.5112,265.3070,196.4547,
≤‚ ‘1493816327,SMFL444,S’æ, 40.0000,  0.5200,500.0000,494.7146,267.0468,260.0000,260.5496, 13.0585, 12.6895,  -3,450.0000,197.7430, 94.4791,740.3461,660.3461,267.0468,197.7430,
≤‚ ‘1493816327,SMFL444,K’æ, 40.0000,  0.1200,492.3655,490.8973,327.5469, 59.0839, 58.9434,  6.0457, 38.3128,  -3,190.0000,242.5421, 51.9585,361.8911,281.8911,327.5469,242.5421,
≤‚ ‘1493816327,SMFL444,P’æ, 40.0000,  0.4000,489.4291,489.4291,268.7541,195.7717,195.3522, 10.4723, 18.9235,  -5,450.0000,199.0071, 89.0914,612.5112,532.5112,268.7541,199.0071,
≤‚ ‘1493816327,SMFL444,S’æ, 45.0000,  0.5850,500.0000,494.0539,270.5606,292.5000,293.1517, 13.1912, 14.6183,  -4,450.0000,200.3449,117.6504,740.3461,660.3461,270.5606,200.3449,
≤‚ ‘1493816327,SMFL444,K’æ, 45.0000,  0.1350,491.4111,489.7595,327.5469, 66.3405, 66.1729,  6.7871, 38.0544,  -3,190.0000,242.5421, 58.5939,361.8911,281.8911,327.5469,242.5421,
≤‚ ‘1493816327,SMFL444,P’æ, 45.0000,  0.4500,488.1078,488.1078,268.7541,219.6485,219.1514, 11.6815, 18.5477,  -5,450.0000,199.0071,101.3867,612.5112,532.5112,268.7541,199.0071,
≤‚ ‘1493816327,SMFL444,S’æ, 50.0000,  0.6500,500.0000,493.3932,270.5606,325.0000,325.7613, 14.8544, 13.5043,  -4,450.0000,200.3449,130.1130,740.3461,660.3461,270.5606,200.3449,
≤‚ ‘1493816327,SMFL444,K’æ, 50.0000,  0.1500,490.4568,488.6216,334.6675, 73.5685, 73.3716,  7.1740, 39.3397,  -4,190.0000,247.8147, 68.4374,361.8911,281.8911,334.6675,247.8147,
≤‚ ‘1493816327,SMFL444,P’æ, 50.0000,  0.5000,486.7864,486.7864,268.7541,243.3932,242.8128, 12.8778, 18.1645,  -5,450.0000,199.0071,113.9023,612.5112,532.5112,268.7541,199.0071,
≤‚ ‘1493816327,SMFL444,S’æ, 55.0000,  0.7150,500.0000,492.7325,274.1681,357.5000,358.3782, 14.8628, 15.3732,  -5,450.0000,203.0161,156.3509,740.3461,660.3461,274.1681,203.0161,
